Departamento de residencia,Estado civil,Grupos de edad,Total,Hombres,Mujeres,Anio
San Marcos,Todos los estados civiles,65 y más,3183,1828,1355,20
San Marcos,Todos los estados civiles,Ignorado,4,2,2,20
San Marcos,Soltero(a),Todas las edades,2957,1622,1335,20
San Marcos,Soltero(a),Menos de 15 años,197,110,87,20
San Marcos,Soltero(a),15 - 24,181,123,58,20
San Marcos,Soltero(a),25 - 44,447,299,148,20
San Marcos,Soltero(a),45 - 64,562,308,254,20
San Marcos,Soltero(a),65 y más,1567,780,787,20
San Marcos,Soltero(a),Ignorado,3,2,1,20
San Marcos,Casado(a),Todas las edades,2604,1651,953,20
San Marcos,Casado(a),Menos de 15 años,0,0,0,20
San Marcos,Casado(a),15 - 24,11,4,7,20
San Marcos,Casado(a),25 - 44,245,166,79,20
San Marcos,Casado(a),45 - 64,796,469,327,20
San Marcos,Casado(a),65 y más,1551,1012,539,20
San Marcos,Casado(a),Ignorado,1,0,1,20
San Marcos,Unido(a),Todas las edades,93,52,41,20
San Marcos,Unido(a),Menos de 15 años,0,0,0,20
San Marcos,Unido(a),15 - 24,0,0,0,20
San Marcos,Unido(a),25 - 44,0,0,0,20
San Marcos,Unido(a),45 - 64,28,16,12,20
San Marcos,Unido(a),65 y más,65,36,29,20
San Marcos,Unido(a),Ignorado,0,0,0,20
San Marcos,Ignorado(a),Todas las edades,0,0,0,20
San Marcos,Ignorado(a),Menos de 15 años,0,0,0,20
San Marcos,Ignorado(a),15 - 24,0,0,0,20
San Marcos,Ignorado(a),25 - 44,0,0,0,20
San Marcos,Ignorado(a),45 - 64,0,0,0,20
San Marcos,Ignorado(a),65 y más,0,0,0,20
San Marcos,Ignorado(a),Ignorado,0,0,0,20
Huehuetenango,Todos los estados civiles,Todas las edades,4764,2673,2091,20
Huehuetenango,Todos los estados civiles,Menos de 15 años,168,93,75,20
Huehuetenango,Todos los estados civiles,15 - 24,182,102,80,20
Huehuetenango,Todos los estados civiles,25 - 44,626,393,233,20
Huehuetenango,Todos los estados civiles,45 - 64,1127,621,506,20
Huehuetenango,Todos los estados civiles,65 y más,2660,1463,1197,20
Huehuetenango,Todos los estados civiles,Ignorado,1,1,0,20
Huehuetenango,Soltero(a),Todas las edades,2782,1467,1315,20
Huehuetenango,Soltero(a),Menos de 15 años,168,93,75,20
Huehuetenango,Soltero(a),15 - 24,164,95,69,20
Huehuetenango,Soltero(a),25 - 44,371,241,130,20
Huehuetenango,Soltero(a),45 - 64,462,231,231,20
Huehuetenango,Soltero(a),65 y más,1616,806,810,20
Huehuetenango,Soltero(a),Ignorado,1,1,0,20
Huehuetenango,Casado(a),Todas las edades,1972,1201,771,20
Huehuetenango,Casado(a),Menos de 15 años,0,0,0,20
Huehuetenango,Casado(a),15 - 24,18,7,11,20
Huehuetenango,Casado(a),25 - 44,255,152,103,20
Huehuetenango,Casado(a),45 - 64,665,390,275,20
Huehuetenango,Casado(a),65 y más,1034,652,382,20
Huehuetenango,Casado(a),Ignorado,0,0,0,20
Huehuetenango,Unido(a),Todas las edades,9,5,4,20
Huehuetenango,Unido(a),Menos de 15 años,0,0,0,20
Huehuetenango,Unido(a),15 - 24,0,0,0,20
Huehuetenango,Unido(a),25 - 44,0,0,0,20
Huehuetenango,Unido(a),45 - 64,0,0,0,20
Huehuetenango,Unido(a),65 y más,9,5,4,20
Huehuetenango,Unido(a),Ignorado,0,0,0,20
Huehuetenango,Ignorado(a),Todas las edades,1,0,1,20
Huehuetenango,Ignorado(a),Menos de 15 años,0,0,0,20
Huehuetenango,Ignorado(a),15 - 24,0,0,0,20
Huehuetenango,Ignorado(a),25 - 44,0,0,0,20
Huehuetenango,Ignorado(a),45 - 64,0,0,0,20
Huehuetenango,Ignorado(a),65 y más,1,0,1,20
Huehuetenango,Ignorado(a),Ignorado,0,0,0,20
Quiché,Todos los estados civiles,Todas las edades,4193,2350,1843,20
Quiché,Todos los estados civiles,Menos de 15 años,135,74,61,20
Quiché,Todos los estados civiles,15 - 24,190,111,79,20
Quiché,Todos los estados civiles,25 - 44,640,418,222,20
Quiché,Todos los estados civiles,45 - 64,1048,619,429,20
Quiché,Todos los estados civiles,65 y más,2173,1126,1047,20
Quiché,Todos los estados civiles,Ignorado,7,2,5,20
Quiché,Soltero(a),Todas las edades,2332,1171,1161,20
Quiché,Soltero(a),Menos de 15 años,135,74,61,20
Quiché,Soltero(a),15 - 24,175,106,69,20
Quiché,Soltero(a),25 - 44,332,222,110,20
Quiché,Soltero(a),45 - 64,440,234,206,20
Quiché,Soltero(a),65 y más,1244,534,710,20
Quiché,Soltero(a),Ignorado,6,1,5,20
Quiché,Casado(a),Todas las edades,1839,1167,672,20
Quiché,Casado(a),Menos de 15 años,0,0,0,20
Quiché,Casado(a),15 - 24,15,5,10,20
Quiché,Casado(a),25 - 44,308,196,112,20
Quiché,Casado(a),45 - 64,603,384,219,20
Quiché,Casado(a),65 y más,912,581,331,20
Quiché,Casado(a),Ignorado,1,1,0,20
Quiché,Unido(a),Todas las edades,21,12,9,20
Quiché,Unido(a),Menos de 15 años,0,0,0,20
Quiché,Unido(a),15 - 24,0,0,0,20
Quiché,Unido(a),25 - 44,0,0,0,20
Quiché,Unido(a),45 - 64,4,1,3,20
Quiché,Unido(a),65 y más,17,11,6,20
Quiché,Unido(a),Ignorado,0,0,0,20
Quiché,Ignorado(a),Todas las edades,1,0,1,20
Quiché,Ignorado(a),Menos de 15 años,0,0,0,20
Quiché,Ignorado(a),15 - 24,0,0,0,20
Quiché,Ignorado(a),25 - 44,0,0,0,20
Quiché,Ignorado(a),45 - 64,1,0,1,20
Quiché,Ignorado(a),65 y más,0,0,0,20
Quiché,Ignorado(a),Ignorado,0,0,0,20
Baja Verapaz,Todos los estados civiles,Todas las edades,1425,741,684,20
Baja Verapaz,Todos los estados civiles,Menos de 15 años,57,33,24,20
Baja Verapaz,Todos los estados civiles,15 - 24,63,40,23,20
Baja Verapaz,Todos los estados civiles,25 - 44,167,99,68,20
Baja Verapaz,Todos los estados civiles,45 - 64,281,152,129,20
Baja Verapaz,Todos los estados civiles,65 y más,854,416,438,20
Baja Verapaz,Todos los estados civiles,Ignorado,3,1,2,20
Baja Verapaz,Soltero(a),Todas las edades,732,319,413,20
Baja Verapaz,Soltero(a),Menos de 15 años,57,33,24,20
Baja Verapaz,Soltero(a),15 - 24,57,38,19,20
Baja Verapaz,Soltero(a),25 - 44,97,60,37,20
Baja Verapaz,Soltero(a),45 - 64,105,49,56,20
Baja Verapaz,Soltero(a),65 y más,414,138,276,20
Baja Verapaz,Soltero(a),Ignorado,2,1,1,20
Baja Verapaz,Casado(a),Todas las edades,671,410,261,20
Baja Verapaz,Casado(a),Menos de 15 años,0,0,0,20
Baja Verapaz,Casado(a),15 - 24,6,2,4,20
Baja Verapaz,Casado(a),25 - 44,70,39,31,20
Baja Verapaz,Casado(a),45 - 64,174,103,71,20
Baja Verapaz,Casado(a),65 y más,420,266,154,20
Baja Verapaz,Casado(a),Ignorado,1,0,1,20
Baja Verapaz,Unido(a),Todas las edades,22,12,10,20
Baja Verapaz,Unido(a),Menos de 15 años,0,0,0,20
Baja Verapaz,Unido(a),15 - 24,0,0,0,20
Baja Verapaz,Unido(a),25 - 44,0,0,0,20
Baja Verapaz,Unido(a),45 - 64,2,0,2,20
Baja Verapaz,Unido(a),65 y más,20,12,8,20
Baja Verapaz,Unido(a),Ignorado,0,0,0,20
Baja Verapaz,Ignorado(a),Todas las edades,0,0,0,20
Baja Verapaz,Ignorado(a),Menos de 15 años,0,0,0,20
Baja Verapaz,Ignorado(a),15 - 24,0,0,0,20
Baja Verapaz,Ignorado(a),25 - 44,0,0,0,20
Baja Verapaz,Ignorado(a),45 - 64,0,0,0,20
Baja Verapaz,Ignorado(a),65 y más,0,0,0,20
Baja Verapaz,Ignorado(a),Ignorado,0,0,0,20
Alta Verapaz,Todos los estados civiles,Todas las edades,4651,2458,2193,20
Alta Verapaz,Todos los estados civiles,Menos de 15 años,465,251,214,20
Alta Verapaz,Todos los estados civiles,15 - 24,228,142,86,20
Alta Verapaz,Todos los estados civiles,25 - 44,682,427,255,20
Alta Verapaz,Todos los estados civiles,45 - 64,1078,519,559,20
Alta Verapaz,Todos los estados civiles,65 y más,2187,1114,1073,20
Alta Verapaz,Todos los estados civiles,Ignorado,11,5,6,20
Alta Verapaz,Soltero(a),Todas las edades,2235,1102,1133,20
Alta Verapaz,Soltero(a),Menos de 15 años,465,251,214,20
Alta Verapaz,Soltero(a),15 - 24,219,139,80,20
Alta Verapaz,Soltero(a),25 - 44,324,219,105,20
Alta Verapaz,Soltero(a),45 - 64,307,143,164,20
Alta Verapaz,Soltero(a),65 y más,915,349,566,20
Alta Verapaz,Soltero(a),Ignorado,5,1,4,20
Alta Verapaz,Casado(a),Todas las edades,2342,1315,1027,20
Alta Verapaz,Casado(a),Menos de 15 años,0,0,0,20
Alta Verapaz,Casado(a),15 - 24,9,3,6,20
Alta Verapaz,Casado(a),25 - 44,357,208,149,20
Alta Verapaz,Casado(a),45 - 64,747,364,383,20
Alta Verapaz,Casado(a),65 y más,1224,737,487,20
Alta Verapaz,Casado(a),Ignorado,5,3,2,20
Alta Verapaz,Unido(a),Todas las edades,72,39,33,20
Alta Verapaz,Unido(a),Menos de 15 años,0,0,0,20
Alta Verapaz,Unido(a),15 - 24,0,0,0,20
Alta Verapaz,Unido(a),25 - 44,1,0,1,20
Alta Verapaz,Unido(a),45 - 64,24,12,12,20
Alta Verapaz,Unido(a),65 y más,47,27,20,20
Alta Verapaz,Unido(a),Ignorado,0,0,0,20
Alta Verapaz,Ignorado(a),Todas las edades,2,2,0,20
Alta Verapaz,Ignorado(a),Menos de 15 años,0,0,0,20
Alta Verapaz,Ignorado(a),15 - 24,0,0,0,20
Alta Verapaz,Ignorado(a),25 - 44,0,0,0,20
Alta Verapaz,Ignorado(a),45 - 64,0,0,0,20
Alta Verapaz,Ignorado(a),65 y más,1,1,0,20
Alta Verapaz,Ignorado(a),Ignorado,1,1,0,20
Petén,Todos los estados civiles,Todas las edades,2306,1370,936,20
Petén,Todos los estados civiles,Menos de 15 años,46,21,25,20
Petén,Todos los estados civiles,15 - 24,125,82,43,20
Petén,Todos los estados civiles,25 - 44,357,238,119,20
Petén,Todos los estados civiles,45 - 64,610,334,276,20
Petén,Todos los estados civiles,65 y más,1164,692,472,20
Petén,Todos los estados civiles,Ignorado,4,3,1,20
Petén,Soltero(a),Todas las edades,1330,767,563,20
Petén,Soltero(a),Menos de 15 años,46,21,25,20
Petén,Soltero(a),15 - 24,117,78,39,20
Petén,Soltero(a),25 - 44,233,168,65,20
Petén,Soltero(a),45 - 64,275,151,124,20
Petén,Soltero(a),65 y más,656,346,310,20
Petén,Soltero(a),Ignorado,3,3,0,20
Petén,Casado(a),Todas las edades,831,510,321,20
Petén,Casado(a),Menos de 15 años,0,0,0,20
Petén,Casado(a),15 - 24,8,4,4,20
Petén,Casado(a),25 - 44,113,67,46,20
Petén,Casado(a),45 - 64,277,152,125,20
Petén,Casado(a),65 y más,433,287,146,20
Petén,Casado(a),Ignorado,0,0,0,20
Petén,Unido(a),Todas las edades,142,93,49,20
Petén,Unido(a),Menos de 15 años,0,0,0,20
Petén,Unido(a),15 - 24,0,0,0,20
Petén,Unido(a),25 - 44,10,3,7,20
Petén,Unido(a),45 - 64,58,31,27,20
Petén,Unido(a),65 y más,74,59,15,20
Petén,Unido(a),Ignorado,0,0,0,20
Petén,Ignorado(a),Todas las edades,3,0,3,20
Petén,Ignorado(a),Menos de 15 años,0,0,0,20
Petén,Ignorado(a),15 - 24,0,0,0,20
Petén,Ignorado(a),25 - 44,1,0,1,20
Petén,Ignorado(a),45 - 64,0,0,0,20
Petén,Ignorado(a),65 y más,1,0,1,20
Petén,Ignorado(a),Ignorado,1,0,1,20
Izabal,Todos los estados civiles,Todas las edades,2487,1462,1025,20
Izabal,Todos los estados civiles,Menos de 15 años,124,70,54,20
Izabal,Todos los estados civiles,15 - 24,139,109,30,20
Izabal,Todos los estados civiles,25 - 44,376,252,124,20
Izabal,Todos los estados civiles,45 - 64,620,337,283,20
Izabal,Todos los estados civiles,65 y más,1226,693,533,20
Izabal,Todos los estados civiles,Ignorado,2,1,1,20
Izabal,Soltero(a),Todas las edades,1498,845,653,20
Izabal,Soltero(a),Menos de 15 años,124,70,54,20
Izabal,Soltero(a),15 - 24,136,108,28,20
Izabal,Soltero(a),25 - 44,249,173,76,20
Izabal,Soltero(a),45 - 64,276,141,135,20
Izabal,Soltero(a),65 y más,712,353,359,20
Izabal,Soltero(a),Ignorado,1,0,1,20
Izabal,Casado(a),Todas las edades,929,582,347,20
Izabal,Casado(a),Menos de 15 años,0,0,0,20
Izabal,Casado(a),15 - 24,3,1,2,20
Izabal,Casado(a),25 - 44,127,79,48,20
Izabal,Casado(a),45 - 64,333,191,142,20
Izabal,Casado(a),65 y más,465,310,155,20
Izabal,Casado(a),Ignorado,1,1,0,20
Izabal,Unido(a),Todas las edades,59,34,25,20
Izabal,Unido(a),Menos de 15 años,0,0,0,20
Izabal,Unido(a),15 - 24,0,0,0,20
Izabal,Unido(a),25 - 44,0,0,0,20
Izabal,Unido(a),45 - 64,11,5,6,20
Izabal,Unido(a),65 y más,48,29,19,20
Izabal,Unido(a),Ignorado,0,0,0,20
Izabal,Ignorado(a),Todas las edades,1,1,0,20
Izabal,Ignorado(a),Menos de 15 años,0,0,0,20
Izabal,Ignorado(a),15 - 24,0,0,0,20
Izabal,Ignorado(a),25 - 44,0,0,0,20
Izabal,Ignorado(a),45 - 64,0,0,0,20
Izabal,Ignorado(a),65 y más,1,1,0,20
Izabal,Ignorado(a),Ignorado,0,0,0,20
Zacapa,Todos los estados civiles,Todas las edades,1587,900,687,20
Zacapa,Todos los estados civiles,Menos de 15 años,43,26,17,20
Zacapa,Todos los estados civiles,15 - 24,70,47,23,20
Zacapa,Todos los estados civiles,25 - 44,208,146,62,20
Zacapa,Todos los estados civiles,45 - 64,383,216,167,20
Zacapa,Todos los estados civiles,65 y más,882,464,418,20
Zacapa,Todos los estados civiles,Ignorado,1,1,0,20
Zacapa,Soltero(a),Todas las edades,892,470,422,20
Zacapa,Soltero(a),Menos de 15 años,43,26,17,20
Zacapa,Soltero(a),15 - 24,66,43,23,20
Zacapa,Soltero(a),25 - 44,146,107,39,20
Zacapa,Soltero(a),45 - 64,165,85,80,20
Zacapa,Soltero(a),65 y más,471,208,263,20
Zacapa,Soltero(a),Ignorado,1,1,0,20
Zacapa,Casado(a),Todas las edades,689,424,265,20
Zacapa,Casado(a),Menos de 15 años,0,0,0,20
Zacapa,Casado(a),15 - 24,3,3,0,20
Zacapa,Casado(a),25 - 44,61,38,23,20
Zacapa,Casado(a),45 - 64,217,130,87,20
Zacapa,Casado(a),65 y más,408,253,155,20
Zacapa,Casado(a),Ignorado,0,0,0,20
Zacapa,Unido(a),Todas las edades,3,3,0,20
Zacapa,Unido(a),Menos de 15 años,0,0,0,20
Zacapa,Unido(a),15 - 24,0,0,0,20
Zacapa,Unido(a),25 - 44,0,0,0,20
Zacapa,Unido(a),45 - 64,1,1,0,20
Zacapa,Unido(a),65 y más,2,2,0,20
Zacapa,Unido(a),Ignorado,0,0,0,20
Zacapa,Ignorado(a),Todas las edades,3,3,0,20
Zacapa,Ignorado(a),Menos de 15 años,0,0,0,20
Zacapa,Ignorado(a),15 - 24,1,1,0,20
Zacapa,Ignorado(a),25 - 44,1,1,0,20
Zacapa,Ignorado(a),45 - 64,0,0,0,20
Zacapa,Ignorado(a),65 y más,1,1,0,20
Zacapa,Ignorado(a),Ignorado,0,0,0,20
Chiquimula,Todos los estados civiles,Todas las edades,2022,1211,811,20
Chiquimula,Todos los estados civiles,Menos de 15 años,35,20,15,20
Chiquimula,Todos los estados civiles,15 - 24,109,85,24,20
Chiquimula,Todos los estados civiles,25 - 44,306,215,91,20
Chiquimula,Todos los estados civiles,45 - 64,458,258,200,20
Chiquimula,Todos los estados civiles,65 y más,1112,632,480,20
Chiquimula,Todos los estados civiles,Ignorado,2,1,1,20
Chiquimula,Soltero(a),Todas las edades,1153,649,504,20
Chiquimula,Soltero(a),Menos de 15 años,35,20,15,20
Chiquimula,Soltero(a),15 - 24,98,79,19,20
Chiquimula,Soltero(a),25 - 44,204,150,54,20
Chiquimula,Soltero(a),45 - 64,209,113,96,20
Chiquimula,Soltero(a),65 y más,607,287,320,20
Chiquimula,Soltero(a),Ignorado,0,0,0,20
Chiquimula,Casado(a),Todas las edades,855,553,302,20
Chiquimula,Casado(a),Menos de 15 años,0,0,0,20
Chiquimula,Casado(a),15 - 24,11,6,5,20
Chiquimula,Casado(a),25 - 44,102,65,37,20
Chiquimula,Casado(a),45 - 64,248,144,104,20
Chiquimula,Casado(a),65 y más,493,338,155,20
Chiquimula,Casado(a),Ignorado,1,0,1,20
Chiquimula,Unido(a),Todas las edades,11,7,4,20
Chiquimula,Unido(a),Menos de 15 años,0,0,0,20
Chiquimula,Unido(a),15 - 24,0,0,0,20
Chiquimula,Unido(a),25 - 44,0,0,0,20
Chiquimula,Unido(a),45 - 64,1,1,0,20
Chiquimula,Unido(a),65 y más,10,6,4,20
Chiquimula,Unido(a),Ignorado,0,0,0,20
Chiquimula,Ignorado(a),Todas las edades,3,2,1,20
Chiquimula,Ignorado(a),Menos de 15 años,0,0,0,20
Chiquimula,Ignorado(a),15 - 24,0,0,0,20
Chiquimula,Ignorado(a),25 - 44,0,0,0,20
Chiquimula,Ignorado(a),45 - 64,0,0,0,20
Chiquimula,Ignorado(a),65 y más,2,1,1,20
Chiquimula,Ignorado(a),Ignorado,1,1,0,20
Jalapa,Todos los estados civiles,Todas las edades,1649,931,718,20
Jalapa,Todos los estados civiles,Menos de 15 años,16,9,7,20
Jalapa,Todos los estados civiles,15 - 24,109,78,31,20
Jalapa,Todos los estados civiles,25 - 44,253,166,87,20
Jalapa,Todos los estados civiles,45 - 64,401,211,190,20
Jalapa,Todos los estados civiles,65 y más,869,467,402,20
Jalapa,Todos los estados civiles,Ignorado,1,0,1,20
Jalapa,Soltero(a),Todas las edades,847,456,391,20
Jalapa,Soltero(a),Menos de 15 años,16,9,7,20
Jalapa,Soltero(a),15 - 24,100,70,30,20
Jalapa,Soltero(a),25 - 44,173,120,53,20
Jalapa,Soltero(a),45 - 64,151,86,65,20
Jalapa,Soltero(a),65 y más,406,171,235,20
Jalapa,Soltero(a),Ignorado,1,0,1,20
Jalapa,Casado(a),Todas las edades,792,470,322,20
Jalapa,Casado(a),Menos de 15 años,0,0,0,20
Jalapa,Casado(a),15 - 24,9,8,1,20
Jalapa,Casado(a),25 - 44,80,46,34,20
Jalapa,Casado(a),45 - 64,250,125,125,20
Jalapa,Casado(a),65 y más,453,291,162,20
Jalapa,Casado(a),Ignorado,0,0,0,20
Jalapa,Unido(a),Todas las edades,10,5,5,20
Jalapa,Unido(a),Menos de 15 años,0,0,0,20
Jalapa,Unido(a),15 - 24,0,0,0,20
Jalapa,Unido(a),25 - 44,0,0,0,20
Jalapa,Unido(a),45 - 64,0,0,0,20
Jalapa,Unido(a),65 y más,10,5,5,20
Jalapa,Unido(a),Ignorado,0,0,0,20
Jalapa,Ignorado(a),Todas las edades,0,0,0,20
Jalapa,Ignorado(a),Menos de 15 años,0,0,0,20
Jalapa,Ignorado(a),15 - 24,0,0,0,20
Jalapa,Ignorado(a),25 - 44,0,0,0,20
Jalapa,Ignorado(a),45 - 64,0,0,0,20
Jalapa,Ignorado(a),65 y más,0,0,0,20
Jalapa,Ignorado(a),Ignorado,0,0,0,20
Jutiapa,Todos los estados civiles,Todas las edades,2919,1664,1255,20
Jutiapa,Todos los estados civiles,Menos de 15 años,22,7,15,20
Jutiapa,Todos los estados civiles,15 - 24,124,83,41,20
Jutiapa,Todos los estados civiles,25 - 44,411,281,130,20
Jutiapa,Todos los estados civiles,45 - 64,689,373,316,20
Jutiapa,Todos los estados civiles,65 y más,1672,920,752,20
Jutiapa,Todos los estados civiles,Ignorado,1,0,1,20
Jutiapa,Soltero(a),Todas las edades,1614,848,766,20
Jutiapa,Soltero(a),Menos de 15 años,22,7,15,20
Jutiapa,Soltero(a),15 - 24,116,80,36,20
Jutiapa,Soltero(a),25 - 44,260,188,72,20
Jutiapa,Soltero(a),45 - 64,299,143,156,20
Jutiapa,Soltero(a),65 y más,916,430,486,20
Jutiapa,Soltero(a),Ignorado,1,0,1,20
Jutiapa,Casado(a),Todas las edades,1276,798,478,20
Jutiapa,Casado(a),Menos de 15 años,0,0,0,20
Jutiapa,Casado(a),15 - 24,8,3,5,20
Jutiapa,Casado(a),25 - 44,149,92,57,20
Jutiapa,Casado(a),45 - 64,386,227,159,20
Jutiapa,Casado(a),65 y más,733,476,257,20
Jutiapa,Casado(a),Ignorado,0,0,0,20
Jutiapa,Unido(a),Todas las edades,28,17,11,20
Jutiapa,Unido(a),Menos de 15 años,0,0,0,20
Jutiapa,Unido(a),15 - 24,0,0,0,20
Jutiapa,Unido(a),25 - 44,1,0,1,20
Jutiapa,Unido(a),45 - 64,4,3,1,20
Jutiapa,Unido(a),65 y más,23,14,9,20
Jutiapa,Unido(a),Ignorado,0,0,0,20
Jutiapa,Ignorado(a),Todas las edades,1,1,0,20
Jutiapa,Ignorado(a),Menos de 15 años,0,0,0,20
Jutiapa,Ignorado(a),15 - 24,0,0,0,20
Jutiapa,Ignorado(a),25 - 44,1,1,0,20
Jutiapa,Ignorado(a),45 - 64,0,0,0,20
Jutiapa,Ignorado(a),65 y más,0,0,0,20
Jutiapa,Ignorado(a),Ignorado,0,0,0,20
Extranjero,Todos los estados civiles,Todas las edades,108,75,33,20
Extranjero,Todos los estados civiles,Menos de 15 años,1,1,0,20
Extranjero,Todos los estados civiles,15 - 24,11,8,3,20
Extranjero,Todos los estados civiles,25 - 44,27,22,5,20
Extranjero,Todos los estados civiles,45 - 64,41,27,14,20
Extranjero,Todos los estados civiles,65 y más,28,17,11,20
Extranjero,Todos los estados civiles,Ignorado,0,0,0,20
Extranjero,Soltero(a),Todas las edades,69,48,21,20
Extranjero,Soltero(a),Menos de 15 años,1,1,0,20
Extranjero,Soltero(a),15 - 24,9,8,1,20
Extranjero,Soltero(a),25 - 44,19,14,5,20
Extranjero,Soltero(a),45 - 64,22,14,8,20
Extranjero,Soltero(a),65 y más,18,11,7,20
Extranjero,Soltero(a),Ignorado,0,0,0,20
Extranjero,Casado(a),Todas las edades,30,22,8,20
Extranjero,Casado(a),Menos de 15 años,0,0,0,20
Extranjero,Casado(a),15 - 24,0,0,0,20
Extranjero,Casado(a),25 - 44,5,5,0,20
Extranjero,Casado(a),45 - 64,18,12,6,20
Extranjero,Casado(a),65 y más,7,5,2,20
Extranjero,Casado(a),Ignorado,0,0,0,20
Extranjero,Unido(a),Todas las edades,1,1,0,20
Extranjero,Unido(a),Menos de 15 años,0,0,0,20
Extranjero,Unido(a),15 - 24,0,0,0,20
Extranjero,Unido(a),25 - 44,0,0,0,20
Extranjero,Unido(a),45 - 64,1,1,0,20
Extranjero,Unido(a),65 y más,0,0,0,20
Extranjero,Unido(a),Ignorado,0,0,0,20
Extranjero,Ignorado(a),Todas las edades,8,4,4,20
Extranjero,Ignorado(a),Menos de 15 años,0,0,0,20
Extranjero,Ignorado(a),15 - 24,2,0,2,20
Extranjero,Ignorado(a),25 - 44,3,3,0,20
Extranjero,Ignorado(a),45 - 64,0,0,0,20
Extranjero,Ignorado(a),65 y más,3,1,2,20
Extranjero,Ignorado(a),Ignorado,0,0,0,20
Ignorado,Todos los estados civiles,Todas las edades,7674,4472,3202,20
Ignorado,Todos los estados civiles,Menos de 15 años,5790,3254,2536,20
Ignorado,Todos los estados civiles,15 - 24,806,548,258,20
Ignorado,Todos los estados civiles,25 - 44,199,140,59,20
Ignorado,Todos los estados civiles,45 - 64,211,149,62,20
Ignorado,Todos los estados civiles,65 y más,488,250,238,20
Ignorado,Todos los estados civiles,Ignorado,180,131,49,20
Ignorado,Todos los estados civiles,Todas las edades,7299,4193,3106,20
Ignorado,Soltero(a),Menos de 15 años,5789,3253,2536,20
Ignorado,Soltero(a),15 - 24,777,526,251,20
Ignorado,Soltero(a),25 - 44,146,105,41,20
Ignorado,Soltero(a),45 - 64,132,83,49,20
Ignorado,Soltero(a),65 y más,428,209,219,20
Ignorado,Soltero(a),Ignorado,27,17,10,20
Ignorado,Casado(a),Todas las edades,51,31,20,20
Ignorado,Casado(a),Menos de 15 años,0,0,0,20
Ignorado,Casado(a),15 - 24,0,0,0,20
Ignorado,Casado(a),25 - 44,7,3,4,20
Ignorado,Casado(a),45 - 64,13,9,4,20
Ignorado,Casado(a),65 y más,30,18,12,20
Ignorado,Casado(a),Ignorado,1,1,0,20
Ignorado,Unido(a),Todas las edades,0,0,0,20
Ignorado,Unido(a),Menos de 15 años,0,0,0,20
Ignorado,Unido(a),15 - 24,0,0,0,20
Ignorado,Unido(a),25 - 44,0,0,0,20
Ignorado,Unido(a),45 - 64,0,0,0,20
Ignorado,Unido(a),65 y más,0,0,0,20
Ignorado,Unido(a),Ignorado,0,0,0,20
Ignorado,Ignorado(a),Todas las edades,324,248,76,20
Ignorado,Ignorado(a),Menos de 15 años,1,1,0,20
Ignorado,Ignorado(a),15 - 24,29,22,7,20
Ignorado,Ignorado(a),25 - 44,46,32,14,20
Ignorado,Ignorado(a),45 - 64,66,57,9,20
Ignorado,Ignorado(a),65 y más,30,23,7,20
Ignorado,Ignorado(a),Ignorado,152,113,39,20
Todos los departamentos,Todos los estados civiles,Todas las edades,118465,66951,51514,21
Todos los departamentos,Todos los estados civiles,Menos de 15 años,9049,4984,4065,21
Todos los departamentos,Todos los estados civiles,15 - 24,4869,3411,1458,21
Todos los departamentos,Todos los estados civiles,25 - 44,15684,10587,5097,21
Todos los departamentos,Todos los estados civiles,45 - 64,28786,16251,12535,21
Todos los departamentos,Todos los estados civiles,65 y más,59797,31529,28268,21
Todos los departamentos,Todos los estados civiles,Ignorado,280,189,91,21
Todos los departamentos,Soltero(a),Todas las edades,64789,34428,30361,21
Todos los departamentos,Soltero(a),Menos de 15 años,9048,4984,4064,21
Todos los departamentos,Soltero(a),15 - 24,4561,3227,1334,21
Todos los departamentos,Soltero(a),25 - 44,9368,6528,2840,21
Todos los departamentos,Soltero(a),45 - 64,11397,6177,5220,21
Todos los departamentos,Soltero(a),65 y más,30346,13471,16875,21
Todos los departamentos,Soltero(a),Ignorado,69,41,28,21
Todos los departamentos,Casado(a),Todas las edades,51683,31330,20353,21
Todos los departamentos,Casado(a),Menos de 15 años,0,0,0,21
Todos los departamentos,Casado(a),15 - 24,268,150,118,21
Todos los departamentos,Casado(a),25 - 44,6187,3974,2213,21
Todos los departamentos,Casado(a),45 - 64,16898,9822,7076,21
Todos los departamentos,Casado(a),65 y más,28313,17377,10936,21
Todos los departamentos,Casado(a),Ignorado,17,7,10,21
Todos los departamentos,Unido(a),Todas las edades,1430,802,628,21
Todos los departamentos,Unido(a),Menos de 15 años,0,0,0,21
Todos los departamentos,Unido(a),15 - 24,0,0,0,21
Todos los departamentos,Unido(a),25 - 44,44,20,24,21
Todos los departamentos,Unido(a),45 - 64,366,169,197,21
Todos los departamentos,Unido(a),65 y más,1019,613,406,21
Todos los departamentos,Unido(a),Ignorado,1,0,1,21
Todos los departamentos,Ignorado(a),Todas las edades,563,391,172,21
Todos los departamentos,Ignorado(a),Menos de 15 años,1,0,1,21
Todos los departamentos,Ignorado(a),15 - 24,40,34,6,21
Todos los departamentos,Ignorado(a),25 - 44,85,65,20,21
Todos los departamentos,Ignorado(a),45 - 64,125,83,42,21
Todos los departamentos,Ignorado(a),65 y más,119,68,51,21
Todos los departamentos,Ignorado(a),Ignorado,193,141,52,21
