Departamento de ocurrencia,Pueblo de pertenencia de la madre,Total,Menos de 15,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 y más,Ignorado,Anio,Departamento de residencia
Retalhuleu,Garifuna,0,0,0,0,0,0,0,0,0,0,0,13,
Retalhuleu,Xinca,0,0,0,0,0,0,0,0,0,0,0,13,
Retalhuleu,Mestizo/Ladino,6204,25,1234,2051,1382,905,428,159,17,2,1,13,
Retalhuleu,Otro,5,0,0,0,2,2,1,0,0,0,0,13,
Retalhuleu,Ignorado,993,18,380,226,182,114,50,21,2,0,0,13,
San Marcos,Todos los pueblos,30193,136,5982,9101,6570,4597,2573,1045,145,36,8,13,
San Marcos,Maya,10222,15,1446,3037,2229,1709,1161,524,85,15,1,13,
San Marcos,Garifuna,7,0,1,1,2,0,2,1,0,0,0,13,
San Marcos,Xinca,0,0,0,0,0,0,0,0,0,0,0,13,
San Marcos,Mestizo/Ladino,17196,51,2921,5690,4060,2680,1264,462,48,20,0,13,
San Marcos,Otro,73,0,0,19,18,14,13,7,2,0,0,13,
San Marcos,Ignorado,2695,70,1614,354,261,194,133,51,10,1,7,13,
Huehuetenango,Todos los pueblos,37732,154,7780,11139,8140,5787,3326,1214,162,25,5,13,
Huehuetenango,Maya,24692,83,4542,7365,5328,3957,2364,912,123,18,0,13,
Huehuetenango,Garifuna,3,0,0,2,1,0,0,0,0,0,0,13,
Huehuetenango,Xinca,0,0,0,0,0,0,0,0,0,0,0,13,
Huehuetenango,Mestizo/Ladino,10708,14,1625,3532,2635,1706,885,268,36,6,1,13,
Huehuetenango,Otro,71,0,4,11,18,20,12,5,1,0,0,13,
Huehuetenango,Ignorado,2258,57,1609,229,158,104,65,29,2,1,4,13,
Quiche,Todos los pueblos,29359,131,5457,8209,6334,4589,3178,1299,134,26,2,13,
Quiche,Maya,25893,87,4298,7416,5630,4154,2942,1214,126,25,1,13,
Quiche,Garifuna,1,0,0,1,0,0,0,0,0,0,0,13,
Quiche,Xinca,0,0,0,0,0,0,0,0,0,0,0,13,
Quiche,Mestizo/Ladino,2135,4,431,609,536,335,161,50,8,1,0,13,
Quiche,Otro,180,0,59,47,27,21,15,11,0,0,0,13,
Quiche,Ignorado,1150,40,669,136,141,79,60,24,0,0,1,13,
Baja Verapaz,Todos los pueblos,7889,37,1610,2332,1803,1169,649,256,27,4,2,13,
Baja Verapaz,Maya,4517,10,755,1375,1044,711,419,185,13,4,1,13,
Baja Verapaz,Garifuna,0,0,0,0,0,0,0,0,0,0,0,13,
Baja Verapaz,Xinca,0,0,0,0,0,0,0,0,0,0,0,13,
Baja Verapaz,Mestizo/Ladino,2424,7,392,778,624,372,183,56,11,0,1,13,
Baja Verapaz,Otro,6,0,0,1,2,2,1,0,0,0,0,13,
Baja Verapaz,Ignorado,942,20,463,178,133,84,46,15,3,0,0,13,
Alta Verapaz,Todos los pueblos,34119,204,6836,9719,7668,5334,3111,1144,95,7,1,13,
Alta Verapaz,Maya,31270,167,6155,8894,6992,4939,2936,1087,92,7,1,13,
Alta Verapaz,Garifuna,3,0,1,0,1,1,0,0,0,0,0,13,
Alta Verapaz,Xinca,0,0,0,0,0,0,0,0,0,0,0,13,
Alta Verapaz,Mestizo/Ladino,1813,10,206,624,515,295,126,36,1,0,0,13,
Alta Verapaz,Otro,170,0,9,75,39,24,17,5,1,0,0,13,
Alta Verapaz,Ignorado,863,27,465,126,121,75,32,16,1,0,0,13,
Peten,Todos los pueblos,15510,208,3791,4343,3235,2169,1202,466,67,26,3,13,
Peten,Maya,4823,43,1056,1305,1000,722,474,179,33,11,0,13,
Peten,Garifuna,2,0,1,0,0,1,0,0,0,0,0,13,
Peten,Xinca,0,0,0,0,0,0,0,0,0,0,0,13,
Peten,Mestizo/Ladino,10152,125,2346,3016,2208,1417,715,277,34,13,1,13,
Peten,Otro,7,1,1,2,3,0,0,0,0,0,0,13,
Peten,Ignorado,526,39,387,20,24,29,13,10,0,2,2,13,
Izabal,Todos los pueblos,10404,98,2304,3159,2276,1444,806,281,22,8,6,13,
Izabal,Maya,3354,27,698,986,708,503,303,119,9,1,0,13,
Izabal,Garifuna,60,0,13,20,16,5,5,1,0,0,0,13,
Izabal,Xinca,0,0,0,0,0,0,0,0,0,0,0,13,
Izabal,Mestizo/Ladino,6326,39,1165,2069,1494,905,482,151,11,6,4,13,
Izabal,Otro,7,0,2,1,2,1,1,0,0,0,0,13,
Izabal,Ignorado,657,32,426,83,56,30,15,10,2,1,2,13,
Zacapa,Todos los pueblos,6132,50,1189,1886,1409,918,503,153,14,4,6,13,
Zacapa,Maya,26,0,2,9,6,3,4,2,0,0,0,13,
Zacapa,Garifuna,0,0,0,0,0,0,0,0,0,0,0,13,
Zacapa,Xinca,0,0,0,0,0,0,0,0,0,0,0,13,
Zacapa,Mestizo/Ladino,5667,23,912,1820,1366,892,484,147,13,4,6,13,
Zacapa,Otro,5,0,1,3,0,1,0,0,0,0,0,13,
Zacapa,Ignorado,434,27,274,54,37,22,15,4,1,0,0,13,
Chiquimula,Todos los pueblos,10954,55,2075,3059,2528,1782,1019,393,40,2,1,13,
Chiquimula,Maya,2112,6,341,566,496,361,237,95,9,1,0,13,
Chiquimula,Garifuna,0,0,0,0,0,0,0,0,0,0,0,13,
Chiquimula,Xinca,0,0,0,0,0,0,0,0,0,0,0,13,
Chiquimula,Mestizo/Ladino,7489,12,1069,2323,1833,1263,697,262,29,1,0,13,
Chiquimula,Otro,39,0,1,7,15,9,7,0,0,0,0,13,
Chiquimula,Ignorado,1314,37,664,163,184,149,78,36,2,0,1,13,
Jalapa,Todos los pueblos,9556,66,1853,2741,2131,1551,833,339,36,2,4,13,
Jalapa,Maya,1796,0,83,469,479,392,259,101,11,2,0,13,
Jalapa,Garifuna,1,0,0,0,0,0,0,1,0,0,0,13,
Jalapa,Xinca,11,0,0,4,2,2,3,0,0,0,0,13,
Jalapa,Mestizo/Ladino,6509,14,1072,2057,1550,1050,528,217,20,0,1,13,
Jalapa,Otro,74,0,0,29,16,18,8,2,1,0,0,13,
Jalapa,Ignorado,1165,52,698,182,84,89,35,18,4,0,3,13,
Jutiapa,Todos los pueblos,11836,63,2256,3468,2681,1863,1071,377,49,5,3,13,
Jutiapa,Maya,326,0,5,102,94,75,35,14,1,0,0,13,
Jutiapa,Garifuna,5,0,1,2,0,1,1,0,0,0,0,13,
Jutiapa,Xinca,130,0,2,31,42,24,22,9,0,0,0,13,
Jutiapa,Mestizo/Ladino,10302,15,1464,3270,2464,1713,981,343,46,5,1,13,
Jutiapa,Otro,10,0,2,4,1,2,1,0,0,0,0,13,
Jutiapa,Ignorado,1063,48,782,59,80,48,31,11,2,0,2,13,
Extranjero,Todos los pueblos,225,0,17,68,60,42,25,10,0,0,3,13,
Extranjero,Maya,5,0,0,1,2,0,2,0,0,0,0,13,
Extranjero,Garifuna,0,0,0,0,0,0,0,0,0,0,0,13,
Extranjero,Xinca,0,0,0,0,0,0,0,0,0,0,0,13,
Extranjero,Mestizo/Ladino,85,0,1,19,28,19,10,6,0,0,2,13,
Extranjero,Otro,1,0,0,0,1,0,0,0,0,0,0,13,
Extranjero,Ignorado,134,0,16,48,29,23,13,4,0,0,1,13,
Ignorado,Todos los pueblos,40,0,0,0,0,0,0,0,0,0,40,13,
Ignorado,Maya,0,0,0,0,0,0,0,0,0,0,0,13,
Ignorado,Garifuna,0,0,0,0,0,0,0,0,0,0,0,13,
Ignorado,Xinca,0,0,0,0,0,0,0,0,0,0,0,13,
Ignorado,Mestizo/Ladino,0,0,0,0,0,0,0,0,0,0,0,13,
Ignorado,Otro,0,0,0,0,0,0,0,0,0,0,0,13,
Ignorado,Ignorado,40,0,0,0,0,0,0,0,0,0,40,13,
Todos los departamentos,Todos los pueblos,386195,2243,74975,115036,88153,60723,33169,10727,920,110,139,14,
Todos los departamentos,Maya,168721,615,27275,50085,38570,28074,17270,6185,566,70,11,14,
Todos los departamentos,Garifuna,95,1,18,31,23,17,3,2,0,0,0,14,
Todos los departamentos,Xinka,130,0,9,31,31,33,20,5,1,0,0,14,
Todos los departamentos,Mestizo/Ladino,187794,557,30705,60809,46204,30340,14641,4154,319,38,27,14,
Todos los departamentos,Otro,1881,4,367,519,447,307,176,60,1,0,0,14,
Todos los departamentos,Ignorado,27574,1066,16601,3561,2878,1952,1059,321,33,2,101,14,
Guatemala,Todos los pueblos,66836,215,10270,20088,16913,12065,5680,1469,106,6,24,14,
Guatemala,Maya,9051,7,902,2872,2364,1698,874,317,16,1,0,14,
Guatemala,Garifuna,11,0,4,5,1,1,0,0,0,0,0,14,
Guatemala,Xinka,0,0,0,0,0,0,0,0,0,0,0,14,
Guatemala,Mestizo/Ladino,52380,70,6843,16041,13873,9822,4536,1098,88,5,4,14,
Guatemala,Otro,171,0,36,47,33,31,17,7,0,0,0,14,
Guatemala,Ignorado,5223,138,2485,1123,642,513,253,47,2,0,20,14,
El Progreso,Todos los pueblos,4238,24,891,1246,997,636,333,102,7,0,2,14,
El Progreso,Maya,35,0,7,11,9,6,1,1,0,0,0,14,
El Progreso,Garifuna,0,0,0,0,0,0,0,0,0,0,0,14,
El Progreso,Xinka,0,0,0,0,0,0,0,0,0,0,0,14,
El Progreso,Mestizo/Ladino,3896,17,778,1177,928,593,301,93,7,0,2,14,
El Progreso,Otro,5,0,1,0,2,1,0,1,0,0,0,14,
El Progreso,Ignorado,302,7,105,58,58,36,31,7,0,0,0,14,
Sacatepequez,Todos los pueblos,6965,17,1170,2074,1803,1131,583,175,11,0,1,14,
Sacatepequez,Maya,2521,2,339,768,662,431,236,77,6,0,0,14,
Sacatepequez,Garifuna,0,0,0,0,0,0,0,0,0,0,0,14,
Sacatepequez,Xinka,0,0,0,0,0,0,0,0,0,0,0,14,
Sacatepequez,Mestizo/Ladino,3214,0,397,1033,902,546,259,74,3,0,0,14,
Sacatepequez,Otro,409,0,70,136,84,71,37,11,0,0,0,14,
Sacatepequez,Ignorado,821,15,364,137,155,83,51,13,2,0,1,14,
Chimaltenango,Todos los pueblos,15685,38,2385,4570,3785,2798,1546,520,41,1,1,14,
Chimaltenango,Maya,11779,8,1354,3500,2909,2231,1278,458,39,1,1,14,
Chimaltenango,Garifuna,2,0,0,0,1,1,0,0,0,0,0,14,
Chimaltenango,Xinka,1,0,0,0,1,0,0,0,0,0,0,14,
Chimaltenango,Mestizo/Ladino,2663,2,384,893,698,442,199,43,2,0,0,14,
Chimaltenango,Otro,31,0,0,11,13,4,3,0,0,0,0,14,
Chimaltenango,Ignorado,1209,28,647,166,163,120,66,19,0,0,0,14,
Escuintla,Todos los pueblos,16976,152,3934,5674,3839,2140,985,230,13,4,5,14,
Escuintla,Maya,669,0,73,233,164,114,55,28,2,0,0,14,
Escuintla,Garifuna,3,0,1,1,0,1,0,0,0,0,0,14,
Escuintla,Xinka,0,0,0,0,0,0,0,0,0,0,0,14,
Escuintla,Mestizo/Ladino,15019,83,3001,5268,3593,1962,899,199,10,4,0,14,
Escuintla,Otro,85,0,17,27,19,15,6,1,0,0,0,14,
Escuintla,Ignorado,1200,69,842,145,63,48,25,2,1,0,5,14,
Santa Rosa,Todos los pueblos,9168,69,1984,2870,2017,1316,656,239,17,0,0,14,
Santa Rosa,Maya,102,0,9,34,32,17,10,0,0,0,0,14,
Santa Rosa,Garifuna,2,0,0,1,1,0,0,0,0,0,0,14,
Santa Rosa,Xinka,27,0,7,9,5,4,2,0,0,0,0,14,
Santa Rosa,Mestizo/Ladino,7981,20,1272,2729,1877,1231,615,222,15,0,0,14,
Santa Rosa,Otro,13,0,0,6,2,4,0,1,0,0,0,14,
Santa Rosa,Ignorado,1043,49,696,91,100,60,29,16,2,0,0,14,
Solola,Todos los pueblos,10033,32,1624,2782,2256,1767,1143,382,41,4,2,14,
Solola,Maya,9413,20,1356,2681,2152,1682,1104,373,39,4,2,14,
Solola,Garifuna,0,0,0,0,0,0,0,0,0,0,0,14,
Solola,Xinka,0,0,0,0,0,0,0,0,0,0,0,14,
Solola,Mestizo/Ladino,300,0,52,72,78,66,27,3,2,0,0,14,
Solola,Otro,20,0,4,1,3,5,5,2,0,0,0,14,
Solola,Ignorado,300,12,212,28,23,14,7,4,0,0,0,14,
Totonicapan,Todos los pueblos,12200,29,1856,3685,2820,1972,1322,458,50,7,1,14,
Totonicapan,Maya,11218,11,1414,3491,2683,1868,1262,435,47,7,0,14,
Totonicapan,Garifuna,2,0,0,2,0,0,0,0,0,0,0,14,
Totonicapan,Xinka,1,0,0,1,0,0,0,0,0,0,0,14,
Totonicapan,Mestizo/Ladino,274,1,35,113,62,42,18,2,1,0,0,14,
Totonicapan,Otro,121,0,40,32,25,15,6,3,0,0,0,14,
Totonicapan,Ignorado,584,17,367,46,50,47,36,18,2,0,1,14,
Quetzaltenango,Todos los pueblos,20518,124,4151,6345,4649,3139,1542,510,48,4,6,14,
Quetzaltenango,Maya,9608,23,1591,3106,2221,1487,846,297,33,4,0,14,
Quetzaltenango,Garifuna,1,0,0,1,0,0,0,0,0,0,0,14,
Quetzaltenango,Xinka,0,0,0,0,0,0,0,0,0,0,0,14,
Quetzaltenango,Mestizo/Ladino,8577,13,1258,2966,2127,1440,592,171,10,0,0,14,
Quetzaltenango,Otro,240,4,32,66,67,49,14,8,0,0,0,14,
Quetzaltenango,Ignorado,2092,84,1270,206,234,163,90,34,5,0,6,14,
Suchitepequez,Todos los pueblos,13885,84,2955,4240,3237,2019,1019,309,19,2,1,14,
Suchitepequez,Maya,5522,2,706,1721,1396,968,530,186,13,0,0,14,
Suchitepequez,Garifuna,1,0,1,0,0,0,0,0,0,0,0,14,
Suchitepequez,Xinka,0,0,0,0,0,0,0,0,0,0,0,14,
Suchitepequez,Mestizo/Ladino,6747,7,1144,2381,1679,966,450,112,5,2,1,14,
Suchitepequez,Otro,37,0,13,7,12,4,1,0,0,0,0,14,
Suchitepequez,Ignorado,1578,75,1091,131,150,81,38,11,1,0,0,14,
Retalhuleu,Todos los pueblos,8321,70,1751,2647,1961,1168,552,160,10,0,2,14,
Retalhuleu,Maya,872,4,80,256,238,169,89,33,3,0,0,14,
Retalhuleu,Garifuna,0,0,0,0,0,0,0,0,0,0,0,14,
Retalhuleu,Xinka,0,0,0,0,0,0,0,0,0,0,0,14,
Retalhuleu,Mestizo/Ladino,6770,50,1420,2259,1582,920,418,114,6,0,1,14,
Retalhuleu,Otro,12,0,0,6,3,1,1,1,0,0,0,14,
Retalhuleu,Ignorado,667,16,251,126,138,78,44,12,1,0,1,14,
San Marcos,Todos los pueblos,30366,191,6316,9061,6533,4564,2597,1004,78,15,7,14,
San Marcos,Maya,10149,19,1381,3034,2234,1786,1153,495,40,6,1,14,
San Marcos,Garifuna,5,0,0,3,0,0,1,1,0,0,0,14,
San Marcos,Xinka,0,0,0,0,0,0,0,0,0,0,0,14,
San Marcos,Mestizo/Ladino,17084,34,2830,5723,4043,2605,1346,463,32,7,1,14,
San Marcos,Otro,86,0,2,17,22,20,16,9,0,0,0,14,
San Marcos,Ignorado,3042,138,2103,284,234,153,81,36,6,2,5,14,
Huehuetenango,Todos los pueblos,37843,197,8039,11000,8257,5838,3287,1075,126,20,4,14,
Huehuetenango,Maya,25095,94,4738,7486,5418,4048,2390,812,93,15,1,14,
Huehuetenango,Garifuna,2,0,1,1,0,0,0,0,0,0,0,14,
Huehuetenango,Xinka,0,0,0,0,0,0,0,0,0,0,0,14,
Huehuetenango,Mestizo/Ladino,10818,27,1904,3353,2692,1703,855,251,27,5,1,14,
Huehuetenango,Otro,52,0,6,12,18,12,4,0,0,0,0,14,
Huehuetenango,Ignorado,1876,76,1390,148,129,75,38,12,6,0,2,14,
Quiche,Todos los pueblos,28993,142,5499,8307,6150,4470,3075,1224,102,19,5,14,
Quiche,Maya,25511,107,4309,7440,5507,4039,2852,1140,97,18,2,14,
Quiche,Garifuna,6,0,1,1,2,1,0,1,0,0,0,14,
Quiche,Xinka,0,0,0,0,0,0,0,0,0,0,0,14,
Quiche,Mestizo/Ladino,2070,5,345,681,495,330,159,50,3,1,1,14,
Quiche,Otro,261,0,110,70,37,26,14,4,0,0,0,14,
Quiche,Ignorado,1145,30,734,115,109,74,50,29,2,0,2,14,
Baja Verapaz,Todos los pueblos,7941,37,1645,2395,1776,1211,650,207,19,1,0,14,
Baja Verapaz,Maya,4471,13,761,1396,1025,715,408,140,12,1,0,14,
Baja Verapaz,Garifuna,1,0,0,1,0,0,0,0,0,0,0,14,
Baja Verapaz,Xinka,0,0,0,0,0,0,0,0,0,0,0,14,
Baja Verapaz,Mestizo/Ladino,2628,6,452,859,627,417,202,58,7,0,0,14,
Baja Verapaz,Otro,9,0,2,2,2,1,1,1,0,0,0,14,
Baja Verapaz,Ignorado,832,18,430,137,122,78,39,8,0,0,0,14,
Alta Verapaz,Todos los pueblos,33111,232,6680,9311,7386,5257,3134,1024,76,9,2,14,
Alta Verapaz,Maya,30409,200,5963,8600,6769,4851,2964,978,73,9,2,14,
Alta Verapaz,Garifuna,3,0,3,0,0,0,0,0,0,0,0,14,
Alta Verapaz,Xinka,0,0,0,0,0,0,0,0,0,0,0,14,
Alta Verapaz,Mestizo/Ladino,1752,6,260,554,463,324,113,29,3,0,0,14,
Alta Verapaz,Otro,148,0,13,47,49,16,18,5,0,0,0,14,
Alta Verapaz,Ignorado,799,26,441,110,105,66,39,12,0,0,0,14,
Peten,Todos los pueblos,15377,221,3868,4543,3082,2065,1210,332,49,4,3,14,
Peten,Maya,4839,66,1082,1380,983,705,449,147,25,1,1,14,
Peten,Garifuna,1,0,1,0,0,0,0,0,0,0,0,14,
Peten,Xinka,0,0,0,0,0,0,0,0,0,0,0,14,
Peten,Mestizo/Ladino,10217,135,2562,3141,2076,1341,751,183,24,3,1,14,
Peten,Otro,15,0,6,0,2,1,6,0,0,0,0,14,
Peten,Ignorado,305,20,217,22,21,18,4,2,0,0,1,14,
Izabal,Todos los pueblos,10140,96,2443,3190,2104,1339,723,219,19,4,3,14,
Izabal,Maya,3409,34,808,1023,699,463,278,93,9,2,0,14,
Izabal,Garifuna,50,1,5,14,15,13,2,0,0,0,0,14,
Izabal,Xinka,0,0,0,0,0,0,0,0,0,0,0,14,
Izabal,Mestizo/Ladino,6098,24,1235,2080,1351,845,428,122,9,2,2,14,
Izabal,Otro,10,0,3,2,2,1,1,1,0,0,0,14,
Izabal,Ignorado,573,37,392,71,37,17,14,3,1,0,1,14,
Zacapa,Todos los pueblos,5984,58,1216,1877,1351,884,444,136,5,2,11,14,
Zacapa,Maya,43,0,7,18,12,3,1,2,0,0,0,14,
Zacapa,Garifuna,0,0,0,0,0,0,0,0,0,0,0,14,
Zacapa,Xinka,0,0,0,0,0,0,0,0,0,0,0,14,
Zacapa,Mestizo/Ladino,5428,15,853,1822,1303,855,431,133,5,2,9,14,
Zacapa,Otro,5,0,3,0,1,0,1,0,0,0,0,14,
Zacapa,Ignorado,508,43,353,37,35,26,11,1,0,0,2,14,
Chiquimula,Todos los pueblos,10770,60,2100,3118,2504,1675,925,350,31,3,4,14,
Chiquimula,Maya,2085,5,329,586,501,347,219,87,11,0,0,14,
Chiquimula,Garifuna,1,0,1,0,0,0,0,0,0,0,0,14,
Chiquimula,Xinka,0,0,0,0,0,0,0,0,0,0,0,14,
Chiquimula,Mestizo/Ladino,7414,9,1083,2380,1810,1217,649,242,19,3,2,14,
Chiquimula,Otro,50,0,3,2,19,13,12,1,0,0,0,14,
Chiquimula,Ignorado,1220,46,684,150,174,98,45,20,1,0,2,14,
Jalapa,Todos los pueblos,9448,79,1876,2695,2143,1523,832,276,22,2,0,14,
Jalapa,Maya,1663,0,62,395,512,378,235,74,6,1,0,14,
Jalapa,Garifuna,3,0,0,1,2,0,0,0,0,0,0,14,
Jalapa,Xinka,4,0,1,0,1,2,0,0,0,0,0,14,
Jalapa,Mestizo/Ladino,6644,18,1150,2129,1523,1080,537,192,14,1,0,14,
Jalapa,Otro,83,0,3,22,28,15,12,2,1,0,0,14,
Jalapa,Ignorado,1051,61,660,148,77,48,48,8,1,0,0,14,
Jutiapa,Todos los pueblos,11186,76,2305,3276,2549,1711,912,321,30,3,3,14,
Jutiapa,Maya,253,0,4,54,79,67,35,12,2,0,0,14,
Jutiapa,Garifuna,1,0,0,0,1,0,0,0,0,0,0,14,
Jutiapa,Xinka,97,0,1,21,24,27,18,5,1,0,0,14,
Jutiapa,Mestizo/Ladino,9747,15,1441,3135,2402,1576,848,300,27,3,0,14,
Jutiapa,Otro,14,0,2,6,4,2,0,0,0,0,0,14,
Jutiapa,Ignorado,1074,61,857,60,39,39,11,4,0,0,3,14,
Extranjero,Todos los pueblos,155,0,16,41,40,34,19,5,0,0,0,14,
Extranjero,Maya,3,0,0,0,1,1,1,0,0,0,0,14,
Extranjero,Garifuna,0,0,0,0,0,0,0,0,0,0,0,14,
Extranjero,Xinka,0,0,0,0,0,0,0,0,0,0,0,14,
Extranjero,Mestizo/Ladino,71,0,6,20,20,17,8,0,0,0,0,14,
Extranjero,Otro,4,0,1,0,0,0,1,2,0,0,0,14,
Extranjero,Ignorado,77,0,9,21,19,16,9,3,0,0,0,14,
Ignorado,Todos los pueblos,56,0,1,1,1,1,0,0,0,0,52,14,
Ignorado,Maya,1,0,0,0,0,0,0,0,0,0,1,14,
Ignorado,Garifuna,0,0,0,0,0,0,0,0,0,0,0,14,
Ignorado,Xinka,0,0,0,0,0,0,0,0,0,0,0,14,
Ignorado,Mestizo/Ladino,2,0,0,0,0,0,0,0,0,0,2,14,
Ignorado,Otro,0,0,0,0,0,0,0,0,0,0,0,14,
Ignorado,Ignorado,53,0,1,1,1,1,0,0,0,0,49,14,
Todos los departamentos,Todos los pueblos,391425,1856,72905,117960,91124,61758,34161,10643,804,94,120,15,
Todos los departamentos,Maya,171227,511,25451,51824,40276,28732,17691,6198,482,54,8,15,
Todos los departamentos,Garifuna,105,0,15,39,19,15,12,4,1,0,0,15,
Todos los departamentos,Xinka,175,0,52,30,38,24,24,7,0,0,0,15,
Todos los departamentos,Mestizo/Ladino,188081,421,27489,62562,47220,30732,15230,4077,291,35,24,15,
Todos los departamentos,Otro,4438,2,2526,804,504,348,188,56,9,1,0,15,
Todos los departamentos,Ignorado,27399,922,17372,2701,3067,1907,1016,301,21,4,88,15,
Guatemala,Todos los pueblos,67471,169,9686,20002,17449,12366,6216,1464,88,8,23,15,
Guatemala,Maya,9306,8,717,2857,2598,1785,1008,313,19,0,1,15,
Guatemala,Garifuna,16,0,0,5,3,2,4,2,0,0,0,15,
Guatemala,Xinka,0,0,0,0,0,0,0,0,0,0,0,15,
Guatemala,Mestizo/Ladino,51697,53,5384,16098,14069,10013,4920,1085,62,8,5,15,
Guatemala,Otro,1103,1,802,120,67,56,45,11,1,0,0,15,
Guatemala,Ignorado,5349,107,2783,922,712,510,239,53,6,0,17,15,
El Progreso,Todos los pueblos,4057,17,783,1292,1023,571,274,90,7,0,0,15,
El Progreso,Maya,41,0,3,18,6,8,5,1,0,0,0,15,
El Progreso,Garifuna,0,0,0,0,0,0,0,0,0,0,0,15,
El Progreso,Xinka,0,0,0,0,0,0,0,0,0,0,0,15,
El Progreso,Mestizo/Ladino,3685,11,645,1231,939,524,245,84,6,0,0,15,
El Progreso,Otro,11,0,2,2,5,1,0,1,0,0,0,15,
El Progreso,Ignorado,320,6,133,41,73,38,24,4,1,0,0,15,
Sacatepequez,Todos los pueblos,7292,23,1131,2273,1845,1233,611,160,13,0,3,15,
Sacatepequez,Maya,2776,6,296,894,704,542,245,80,9,0,0,15,
Sacatepequez,Garifuna,0,0,0,0,0,0,0,0,0,0,0,15,
Sacatepequez,Xinka,0,0,0,0,0,0,0,0,0,0,0,15,
Sacatepequez,Mestizo/Ladino,3246,1,360,1139,872,533,283,55,3,0,0,15,
Sacatepequez,Otro,502,0,123,144,107,74,39,14,1,0,0,15,
Sacatepequez,Ignorado,768,16,352,96,162,84,44,11,0,0,3,15,
Chimaltenango,Todos los pueblos,16042,29,2287,4735,4067,2803,1591,488,38,1,3,15,
Chimaltenango,Maya,11989,7,1224,3658,3115,2227,1310,414,32,1,1,15,
Chimaltenango,Garifuna,1,0,0,0,0,1,0,0,0,0,0,15,
Chimaltenango,Xinka,0,0,0,0,0,0,0,0,0,0,0,15,
Chimaltenango,Mestizo/Ladino,2811,4,392,938,749,449,218,57,3,0,1,15,
Chimaltenango,Otro,128,0,73,23,15,12,4,1,0,0,0,15,
Chimaltenango,Ignorado,1113,18,598,116,188,114,59,16,3,0,1,15,
Escuintla,Todos los pueblos,16830,129,3842,5671,3899,2099,927,236,22,1,4,15,
Escuintla,Maya,563,0,42,207,160,94,43,13,4,0,0,15,
Escuintla,Garifuna,3,0,2,1,0,0,0,0,0,0,0,15,
Escuintla,Xinka,0,0,0,0,0,0,0,0,0,0,0,15,
Escuintla,Mestizo/Ladino,15008,73,2931,5318,3633,1954,861,218,18,1,1,15,
Escuintla,Otro,127,0,52,37,17,18,3,0,0,0,0,15,
Escuintla,Ignorado,1129,56,815,108,89,33,20,5,0,0,3,15,
Santa Rosa,Todos los pueblos,8834,42,1847,2795,1969,1278,675,212,15,0,1,15,
Santa Rosa,Maya,98,0,6,31,25,16,14,5,1,0,0,15,
Santa Rosa,Garifuna,0,0,0,0,0,0,0,0,0,0,0,15,
Santa Rosa,Xinka,21,0,7,5,4,3,1,1,0,0,0,15,
Santa Rosa,Mestizo/Ladino,7792,10,1173,2691,1859,1208,637,199,14,0,1,15,
Santa Rosa,Otro,29,0,22,4,2,1,0,0,0,0,0,15,
Santa Rosa,Ignorado,894,32,639,64,79,50,23,7,0,0,0,15,
Solola,Todos los pueblos,10507,27,1669,2803,2506,1831,1207,428,29,5,2,15,
Solola,Maya,9744,8,1270,2702,2400,1739,1169,421,29,5,1,15,
Solola,Garifuna,1,0,1,0,0,0,0,0,0,0,0,15,
Solola,Xinka,0,0,0,0,0,0,0,0,0,0,0,15,
Solola,Mestizo/Ladino,283,2,45,78,67,65,23,2,0,0,1,15,
Solola,Otro,60,0,35,9,6,2,6,2,0,0,0,15,
Solola,Ignorado,419,17,318,14,33,25,9,3,0,0,0,15,
Totonicapan,Todos los pueblos,12443,37,1895,3759,2994,1971,1298,440,42,4,3,15,
Totonicapan,Maya,11377,11,1382,3555,2836,1864,1257,428,40,4,0,15,
Totonicapan,Garifuna,5,0,1,0,2,0,2,0,0,0,0,15,
Totonicapan,Xinka,1,0,0,0,1,0,0,0,0,0,0,15,
Totonicapan,Mestizo/Ladino,278,0,47,94,73,50,12,1,1,0,0,15,
Totonicapan,Otro,196,0,55,76,30,24,9,2,0,0,0,15,
Totonicapan,Ignorado,586,26,410,34,52,33,18,9,1,0,3,15,
Quetzaltenango,Todos los pueblos,20838,111,4080,6287,4944,3242,1633,493,34,6,8,15,
Quetzaltenango,Maya,9730,19,1559,3133,2337,1564,819,278,15,6,0,15,
Quetzaltenango,Garifuna,4,0,0,2,1,1,0,0,0,0,0,15,
Quetzaltenango,Xinka,0,0,0,0,0,0,0,0,0,0,0,15,
Quetzaltenango,Mestizo/Ladino,8863,12,1167,2960,2319,1505,709,177,14,0,0,15,
Quetzaltenango,Otro,233,1,81,38,55,37,14,6,1,0,0,15,
Quetzaltenango,Ignorado,2008,79,1273,154,232,135,91,32,4,0,8,15,
Suchitepequez,Todos los pueblos,13818,76,2653,4595,3197,1993,992,295,12,4,1,15,
Suchitepequez,Maya,5264,6,469,1808,1357,930,512,172,7,3,0,15,
Suchitepequez,Garifuna,2,0,0,1,0,0,1,0,0,0,0,15,
Suchitepequez,Xinka,0,0,0,0,0,0,0,0,0,0,0,15,
Suchitepequez,Mestizo/Ladino,6953,7,1108,2645,1666,975,433,113,5,1,0,15,
Suchitepequez,Otro,163,0,133,12,7,6,5,0,0,0,0,15,
